# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1559193397.78109 -193.895093 -675.884921 3.001106 0.008568 -0.007067 -0.999403 0.032718 0.0000004540 -0.0000000653 -0.0000069766 0.0000005731 0.0000058469 0.0004292253 185.3312495119 -53.7546545415 -0.0060562487 17.4176246267 0.0068480271 0.5061954891
1559193397.88110 -195.042898 -675.847154 2.978147 0.009860 -0.008431 -0.999389 0.032454 0.0000004891 -0.0000001014 -0.0000080049 0.0000006105 0.0000070767 0.0004291592 185.3163012675 -54.0586322628 -0.0061165966 17.6048239972 0.0070124787 0.5071887045
1559193397.98094 -196.132456 -675.897043 2.966401 0.010711 -0.009051 -0.999381 0.032251 0.0000005154 -0.0000001243 -0.0000087378 0.0000006307 0.0000076427 0.0004291203 185.2958699210 -54.3701861823 -0.0061379678 17.7982424389 0.0071737493 0.5081957171
1559193398.08098 -197.247695 -675.924954 2.942388 0.010569 -0.008791 -0.999390 0.032119 0.0000005087 -0.0000001161 -0.0000086083 0.0000006191 0.0000073994 0.0004291362 185.3230385163 -54.6733075095 -0.0062545961 17.9830111528 0.0073714052 0.5091793742
1559193398.18118 -198.356160 -675.955717 2.920853 0.009792 -0.010304 -0.999393 0.031791 0.0000004783 -0.0000001272 -0.0000078951 0.0000006642 0.0000086890 0.0004291068 185.3367009730 -54.9814403618 -0.0063841595 18.1726500818 0.0076679425 0.5101521057
1559193398.28111 -199.426594 -676.000199 2.912754 0.009402 -0.011328 -0.999399 0.031381 0.0000004645 -0.0000001373 -0.0000075821 0.0000007008 0.0000095588 0.0004290879 185.3539281685 -55.2880058190 -0.0064335356 18.3618356925 0.0078909555 0.5111196687
1559193398.38120 -200.505972 -676.075507 2.910480 0.009978 -0.011424 -0.999400 0.031147 0.0000004803 -0.0000001501 -0.0000080596 0.0000007053 0.0000096492 0.0004290728 185.3795102075 -55.5869040194 -0.0064544005 18.5464279103 0.0080741609 0.5120849721
1559193398.48118 -201.558101 -676.127817 2.929196 0.011234 -0.012753 -0.999381 0.030789 0.0000005164 -0.0000002020 -0.0000091340 0.0000007520 0.0000108598 0.0004289108 185.4185731341 -55.8894828910 -0.0066702783 18.7309261410 0.0078381662 0.5129252813
1559193398.58121 -202.650460 -676.228756 2.926239 0.012524 -0.014028 -0.999355 0.030602 0.0000005600 -0.0000002539 -0.0000101450 0.0000008091 0.0000119159 0.0004288305 185.4479613463 -56.1834639316 -0.0066346633 18.9147729602 0.0077880425 0.5138906885
1559193398.68114 -203.718287 -676.350756 2.922264 0.013691 -0.014667 -0.999335 0.030450 0.0000006090 -0.0000002988 -0.0000111601 0.0000008449 0.0000125114 0.0004287709 185.5045959491 -56.4928302480 -0.0065982695 19.1063732792 0.0077263185 0.5148761930
1559193398.78104 -204.818440 -676.408926 2.915952 0.015548 -0.015063 -0.999306 0.030312 0.0000006973 -0.0000003571 -0.0000127176 0.0000008691 0.0000129238 0.0004286786 185.5721408739 -56.7978659090 -0.0065844531 19.2948323233 0.0076677388 0.5158551033
1559193398.88100 -205.890614 -676.518137 2.910434 0.018113 -0.015745 -0.999256 0.030191 0.0000008393 -0.0000004495 -0.0000149317 0.0000008988 0.0000135738 0.0004284567 185.6039281933 -57.1061716766 -0.0066802070 19.4879971662 0.0075270547 0.5168187487
1559193398.98100 -206.945207 -676.636593 2.897242 0.019749 -0.016318 -0.999216 0.030178 0.0000009455 -0.0000005148 -0.0000163618 0.0000009309 0.0000140965 0.0004283182 185.6641715414 -57.4106295417 -0.0066889039 19.6781578743 0.0073567984 0.5177822213
1559193399.08097 -208.026567 -676.717858 2.871003 0.019907 -0.016753 -0.999213 0.029927 0.0000009556 -0.0000005316 -0.0000164541 0.0000009591 0.0000144797 0.0004283113 185.7302881527 -57.7108566285 -0.0066273010 19.8670286614 0.0072583251 0.5187935566
1559193399.18102 -209.116449 -676.770861 2.836090 0.019314 -0.016846 -0.999225 0.029872 0.0000009209 -0.0000005142 -0.0000159583 0.0000009636 0.0000144933 0.0004283736 185.7754183478 -58.0162473872 -0.0065275240 20.0622847720 0.0071345208 0.5198271637
1559193399.28201 -210.222071 -676.807528 2.796009 0.018680 -0.016256 -0.999254 0.029632 0.0000008846 -0.0000004765 -0.0000154405 0.0000009316 0.0000139656 0.0004284715 185.8069007906 -58.3244450556 -0.0064637060 20.2618316633 0.0070398638 0.5208357805
1559193399.38123 -211.261684 -676.858402 2.785385 0.017867 -0.016137 -0.999287 0.029071 0.0000008392 -0.0000004545 -0.0000147930 0.0000009293 0.0000139419 0.0004285290 185.8284837406 -58.6275244312 -0.0064858905 20.4595420243 0.0068057098 0.5217676723
1559193399.48114 -212.409989 -676.883989 2.754743 0.017973 -0.015304 -0.999311 0.028638 0.0000008362 -0.0000004280 -0.0000147756 0.0000008772 0.0000132095 0.0004285573 185.8559781518 -58.9198959162 -0.0066010678 20.6496801022 0.0067075321 0.5226533146
1559193399.58114 -213.574520 -676.860443 2.721117 0.019951 -0.012292 -0.999311 0.028767 0.0000009653 -0.0000003795 -0.0000165448 0.0000007228 0.0000105686 0.0004285682 185.8697702165 -59.2399958122 -0.0066961460 20.8614461104 0.0066378354 0.5235454438
1559193399.68103 -214.721265 -676.847202 2.695099 0.022668 -0.010308 -0.999288 0.028335 0.0000011644 -0.0000003700 -0.0000189739 0.0000006389 0.0000089819 0.0004284085 185.8568557945 -59.5578302822 -0.0069769147 21.0755445363 0.0065269652 0.5243302847
1559193399.78102 -215.822471 -676.887911 2.656692 0.023419 -0.009041 -0.999289 0.028115 0.0000012329 -0.0000003343 -0.0000197014 0.0000005989 0.0000079056 0.0004284038 185.8489965690 -59.8716966028 -0.0068860497 21.2887037408 0.0064714294 0.5253657290
1559193399.88111 -216.933791 -676.873348 2.607387 0.020441 -0.006794 -0.999377 0.027975 0.0000010214 -0.0000002063 -0.0000172231 0.0000005342 0.0000058883 0.0004287021 185.8708491177 -60.1766951172 -0.0068632112 21.4935045777 0.0064299134 0.5263479071
1559193399.98105 -218.046642 -676.887111 2.553206 0.017252 -0.005395 -0.999449 0.027849 0.0000008253 -0.0000001249 -0.0000145306 0.0000005057 0.0000046141 0.0004289758 185.8618724876 -60.4809244979 -0.0068163838 21.7034780238 0.0063860871 0.5273600845
1559193400.08108 -219.158692 -676.871707 2.493551 0.015641 -0.007268 -0.999480 0.027256 0.0000007291 -0.0000001589 -0.0000131453 0.0000005371 0.0000061606 0.0004290017 185.8663335084 -60.7887600700 -0.0069804765 21.9139933559 0.0062694954 0.5281535849
1559193400.18101 -220.258698 -676.845206 2.460683 0.016222 -0.006647 -0.999483 0.026956 0.0000007597 -0.0000001484 -0.0000135897 0.0000005238 0.0000056732 0.0004290120 185.8579499444 -61.0942691591 -0.0070979535 22.1261892867 0.0064546229 0.5290990760
1559193400.28094 -221.318094 -676.863195 2.461343 0.018368 -0.007374 -0.999448 0.026675 0.0000008888 -0.0000001997 -0.0000155021 0.0000005423 0.0000063982 0.0004288787 185.8410695144 -61.3951117970 -0.0072483371 22.3373372656 0.0064877202 0.5300399068
1559193400.38099 -222.325691 -676.953620 2.445960 0.020242 -0.008091 -0.999412 0.026455 0.0000010052 -0.0000002478 -0.0000170663 0.0000005565 0.0000069675 0.0004287563 185.8511150155 -61.6883013108 -0.0073935223 22.5410715600 0.0064706445 0.5309724757
1559193400.48110 -223.413358 -676.997772 2.414375 0.020620 -0.008775 -0.999408 0.026101 0.0000010326 -0.0000002771 -0.0000173646 0.0000005811 0.0000075863 0.0004287565 185.9008493805 -61.9736559379 -0.0073794021 22.7359173907 0.0064270933 0.5319894654
1559193400.58123 -224.503248 -677.028647 2.370903 0.019750 -0.009306 -0.999427 0.025867 0.0000009773 -0.0000002808 -0.0000166166 0.0000006020 0.0000080221 0.0004288522 185.9252536534 -62.2772345139 -0.0073055764 22.9476487751 0.0063409075 0.5330508941
1559193400.68128 -225.574374 -677.076985 2.341267 0.019049 -0.010214 -0.999438 0.025620 0.0000009340 -0.0000002974 -0.0000160054 0.0000006355 0.0000087732 0.0004289123 185.9431389328 -62.5807241423 -0.0072564300 23.1606813263 0.0062228778 0.5340852548
1559193400.78104 -226.651576 -677.131694 2.310028 0.019850 -0.010161 -0.999429 0.025372 0.0000009906 -0.0000003100 -0.0000166923 0.0000006393 0.0000087460 0.0004289120 185.9717141622 -62.8812446361 -0.0071835208 23.3717263945 0.0061409237 0.5351434588
1559193400.88104 -227.743861 -677.170619 2.276742 0.020538 -0.009033 -0.999429 0.025257 0.0000010419 -0.0000002839 -0.0000172924 0.0000006079 0.0000077972 0.0004289565 186.0030902772 -63.1846395444 -0.0071079535 23.5855372247 0.0060503016 0.5362052879
1559193400.98149 -228.835067 -677.225470 2.243475 0.021376 -0.009785 -0.999416 0.024807 0.0000011040 -0.0000003242 -0.0000180011 0.0000006351 0.0000084510 0.0004289246 186.0244186460 -63.4911417103 -0.0070925006 23.8037549452 0.0059993986 0.5372388747
1559193401.08352 -229.861170 -677.255984 2.254239 0.022508 -0.009767 -0.999399 0.024503 0.0000011853 -0.0000003496 -0.0000190241 0.0000006360 0.0000085213 0.0004288540 186.0544361232 -63.8018096605 -0.0072803013 24.0232375009 0.0057288295 0.5381382036
1559193401.18111 -230.905992 -677.263131 2.227553 0.022730 -0.009940 -0.999394 0.024413 0.0000011993 -0.0000003573 -0.0000192141 0.0000006356 0.0000085393 0.0004288723 186.0694680649 -64.0719916373 -0.0072952669 24.2169278895 0.0057043465 0.5390862863
1559193401.28111 -231.975513 -677.298202 2.194830 0.022701 -0.010057 -0.999398 0.024215 0.0000011979 -0.0000003618 -0.0000191609 0.0000006452 0.0000086755 0.0004289249 186.0746336697 -64.3662149434 -0.0072572278 24.4313328767 0.0056361178 0.5401154352
1559193401.38133 -233.012978 -677.363051 2.172095 0.021639 -0.008800 -0.999442 0.023886 0.0000011252 -0.0000002985 -0.0000183035 0.0000006097 0.0000076092 0.0004290953 186.0974886056 -64.6630695368 -0.0072024267 24.6462413941 0.0055690607 0.5411402145
1559193401.48108 -234.043891 -677.412871 2.159800 0.020579 -0.007385 -0.999479 0.023735 0.0000010491 -0.0000002311 -0.0000173931 0.0000005663 0.0000063525 0.0004292425 186.1322748239 -64.9510935144 -0.0073139822 24.8532420529 0.0054670719 0.5420147000
1559193401.58106 -235.159879 -677.403413 2.122463 0.021903 -0.007311 -0.999454 0.023652 0.0000011377 -0.0000002468 -0.0000184654 0.0000005618 0.0000063286 0.0004291797 186.1561958627 -65.2380581030 -0.0074061821 25.0619718526 0.0054763064 0.5429577093
1559193401.68116 -236.188086 -677.424866 2.101690 0.024756 -0.007348 -0.999392 0.023416 0.0000013765 -0.0000002879 -0.0000210480 0.0000005663 0.0000063924 0.0004289801 186.1515325411 -65.5430074199 -0.0073616896 25.2890798446 0.0053683808 0.5439850785
1559193401.78121 -237.200056 -677.441531 2.084716 0.026354 -0.008748 -0.999348 0.023090 0.0000015119 -0.0000003722 -0.0000223508 0.0000006119 0.0000076478 0.0004288564 186.1620327730 -65.8237217823 -0.0073164856 25.4971506054 0.0053119508 0.5449760904
1559193401.88108 -238.192564 -677.450551 2.051059 0.025864 -0.010027 -0.999351 0.022974 0.0000014686 -0.0000004164 -0.0000219078 0.0000006548 0.0000087082 0.0004289053 186.1695926434 -66.0982843339 -0.0073616570 25.7017252186 0.0053071681 0.5458751746
1559193401.98106 -239.175457 -677.444863 2.013678 0.024295 -0.010870 -0.999390 0.022603 0.0000013345 -0.0000004212 -0.0000205630 0.0000006834 0.0000093972 0.0004290306 186.1751065460 -66.3682368941 -0.0074644705 25.9032063527 0.0053589408 0.5467759256
1559193402.08129 -240.121001 -677.555603 1.977862 0.023311 -0.012059 -0.999404 0.022423 0.0000012562 -0.0000004500 -0.0000197069 0.0000007319 0.0000104268 0.0004290901 186.1718325586 -66.6351867290 -0.0075040446 26.1044331958 0.0053492482 0.5476742431
1559193402.18129 -241.054145 -677.618033 1.945962 0.023415 -0.011971 -0.999406 0.022284 0.0000012664 -0.0000004479 -0.0000197789 0.0000007333 0.0000103563 0.0004291311 186.2343636790 -66.9036018557 -0.0074306864 26.2987176328 0.0052482059 0.5486552368
1559193402.28124 -241.954946 -677.713941 1.921565 0.024106 -0.011198 -0.999398 0.022294 0.0000013207 -0.0000004347 -0.0000204092 0.0000006944 0.0000096980 0.0004291187 186.2689888364 -67.1633912653 -0.0075927081 26.4897819342 0.0049321708 0.5492048238
1559193402.58112 -244.667517 -677.812968 1.846174 0.024976 -0.008981 -0.999409 0.021830 0.0000013948 -0.0000003606 -0.0000211257 0.0000006256 0.0000078410 0.0004292338 186.3650298293 -67.9127942781 -0.0075038022 27.0488135754 0.0049724803 0.5518763839
1559193402.68095 -245.518767 -677.862435 1.822087 0.024409 -0.009246 -0.999425 0.021622 0.0000013532 -0.0000003624 -0.0000206776 0.0000006376 0.0000080376 0.0004293053 186.3760997081 -68.1612316401 -0.0074962348 27.2382028961 0.0050621779 0.5527411986
1559193402.78122 -246.355080 -677.920652 1.793373 0.023699 -0.009961 -0.999441 0.021365 0.0000012960 -0.0000003795 -0.0000200524 0.0000006657 0.0000086376 0.0004293670 186.4028166519 -68.3973827074 -0.0075118489 27.4158972009 0.0052155582 0.5535675213
1559193402.88219 -247.181792 -677.974450 1.774508 0.023533 -0.010365 -0.999444 0.021203 0.0000012837 -0.0000003927 -0.0000198953 0.0000006847 0.0000089793 0.0004294000 186.4354303768 -68.6315855734 -0.0075304044 27.5920440595 0.0053344710 0.5543954479
1559193402.98113 -247.973818 -678.031014 1.741638 0.023724 -0.010382 -0.999440 0.021180 0.0000012983 -0.0000003974 -0.0000200639 0.0000006884 0.0000089835 0.0004294092 186.4655053502 -68.8561531793 -0.0075913556 27.7613339124 0.0054343440 0.5549838754
1559193403.08098 -248.773622 -678.088672 1.738403 0.024460 -0.010443 -0.999418 0.021380 0.0000013555 -0.0000004141 -0.0000206744 0.0000006912 0.0000090491 0.0004293699 186.4967236623 -69.0780423051 -0.0076251513 27.9288409303 0.0056190971 0.5553843786
1559193403.18102 -249.545688 -678.143224 1.715484 0.024967 -0.010434 -0.999394 0.021912 0.0000013952 -0.0000004254 -0.0000211088 0.0000006898 0.0000090692 0.0004293458 186.5285014191 -69.3000760272 -0.0074805899 28.0966871115 0.0056444356 0.5552214340
1559193403.28106 -250.301247 -678.198102 1.694697 0.024896 -0.010792 -0.999377 0.022578 0.0000013860 -0.0000004409 -0.0000210211 0.0000007054 0.0000093972 0.0004293641 186.5588840496 -69.5135943670 -0.0074694249 28.2586355262 0.0057440690 0.5555441666
1559193403.38111 -251.057601 -678.262817 1.657400 0.024818 -0.011006 -0.999361 0.023258 0.0000013700 -0.0000004555 -0.0000209248 0.0000006971 0.0000095942 0.0004293555 186.5880914065 -69.7239933580 -0.0077972372 28.4162247388 0.0051281286 0.5553786547
1559193403.48120 -251.794413 -678.313951 1.598508 0.024616 -0.010601 -0.999356 0.023873 0.0000013534 -0.0000004346 -0.0000207642 0.0000006815 0.0000092323 0.0004294089 186.6252838841 -69.9352885071 -0.0078671783 28.5761087833 0.0052581790 0.5554020158
1559193403.58126 -252.510504 -678.373555 1.565878 0.024199 -0.010518 -0.999354 0.024416 0.0000013157 -0.0000004248 -0.0000203848 0.0000006782 0.0000091977 0.0004294603 186.6536266355 -70.1390878047 -0.0078659938 28.7313749054 0.0054397140 0.5555001196
1559193403.68126 -253.207622 -678.476019 1.527626 0.023800 -0.010473 -0.999347 0.025095 0.0000012827 -0.0000004165 -0.0000200449 0.0000006751 0.0000091692 0.0004295082 186.6862451491 -70.3384221283 -0.0078562743 28.8830743036 0.0056467864 0.5555933510
1559193403.78134 -253.915466 -678.482861 1.460101 0.023351 -0.010615 -0.999346 0.025470 0.0000012370 -0.0000004200 -0.0000196836 0.0000006618 0.0000093470 0.0004294372 186.7404497991 -70.5365191921 -0.0079375950 29.0269532827 0.0063320116 0.5553851893
1559193403.88128 -254.604368 -678.554870 1.424507 0.023240 -0.011492 -0.999327 0.025965 0.0000012206 -0.0000004520 -0.0000195382 0.0000006877 0.0000100907 0.0004293856 186.7430116795 -70.7276469170 -0.0080404077 29.1757167159 0.0066576304 0.5554696720
1559193403.98108 -255.337323 -678.726203 1.383220 0.023381 -0.011962 -0.999303 0.026534 0.0000012207 -0.0000004697 -0.0000195538 0.0000006962 0.0000104466 0.0004293477 186.7825679359 -70.9213737130 -0.0084384361 29.3206699855 0.0066090060 0.5554615274
1559193404.08100 -255.954556 -678.851278 1.350390 0.023440 -0.011650 -0.999291 0.027078 0.0000012363 -0.0000004642 -0.0000197197 0.0000006829 0.0000102466 0.0004293160 186.8777246898 -71.1387660148 -0.0087118137 29.4759963507 0.0064674525 0.5557239287
1559193404.18105 -256.608277 -678.931388 1.287512 0.023699 -0.011350 -0.999276 0.027526 0.0000012530 -0.0000004555 -0.0000198854 0.0000006722 0.0000099969 0.0004293112 186.9470035910 -71.3183463287 -0.0087467516 29.6068628559 0.0065340251 0.5561501010
1559193404.28113 -257.301895 -678.932034 1.226362 0.023981 -0.011497 -0.999263 0.027691 0.0000012674 -0.0000004690 -0.0000200634 0.0000006703 0.0000102057 0.0004292345 186.9888550608 -71.5018845847 -0.0088811435 29.7440735503 0.0070104416 0.5564376182
1559193404.38122 -257.896302 -679.056569 1.196823 0.024057 -0.011855 -0.999251 0.027894 0.0000012794 -0.0000004858 -0.0000201906 0.0000006842 0.0000105003 0.0004291850 186.9886281767 -71.6887844307 -0.0088912658 29.8917599112 0.0071417361 0.5569598525
1559193404.48106 -258.476320 -679.088709 1.166195 0.024273 -0.011983 -0.999241 0.027995 0.0000012953 -0.0000004989 -0.0000203979 0.0000006810 0.0000106455 0.0004290838 187.0561406935 -71.8619813266 -0.0090989377 30.0144560214 0.0066097155 0.5569419057
1559193404.58106 -259.066085 -679.197372 1.136866 0.024495 -0.012108 -0.999232 0.028095 0.0000013083 -0.0000005068 -0.0000205405 0.0000006818 0.0000107365 0.0004290327 187.0746202646 -72.0210369903 -0.0091923992 30.1366185314 0.0068988901 0.5571644958
1559193404.68246 -259.639504 -679.275672 1.128425 0.024352 -0.011678 -0.999237 0.028214 0.0000012991 -0.0000004868 -0.0000204480 0.0000006598 0.0000103568 0.0004290272 187.1352286497 -72.1934145389 -0.0092791321 30.2630898053 0.0072920184 0.5573478855
1559193404.78116 -260.156584 -679.320878 1.120738 0.024020 -0.011069 -0.999248 0.028368 0.0000012787 -0.0000004576 -0.0000202305 0.0000006342 0.0000098502 0.0004290512 187.1772206036 -72.3517431347 -0.0095806274 30.3816065837 0.0072222985 0.5572980360
1559193404.88105 -260.702854 -679.368212 1.119754 0.024124 -0.011461 -0.999237 0.028486 0.0000012793 -0.0000004736 -0.0000202645 0.0000006407 0.0000101862 0.0004289802 187.1999279240 -72.4960333001 -0.0099297262 30.4916413793 0.0074017369 0.5568901603
1559193404.98116 -261.192777 -679.414473 1.113689 0.024112 -0.012078 -0.999227 0.028614 0.0000012814 -0.0000004999 -0.0000202876 0.0000006661 0.0000107278 0.0004289237 187.2248387521 -72.6476460562 -0.0101776909 30.6079512817 0.0074590566 0.5568989809
1559193405.08108 -261.662915 -679.487532 1.114195 0.024187 -0.012468 -0.999216 0.028749 0.0000012860 -0.0000005159 -0.0000203190 0.0000006841 0.0000110519 0.0004288889 187.2503203899 -72.7830598547 -0.0103908544 30.7114442193 0.0074049236 0.5569046333
1559193405.18109 -262.121511 -679.574711 1.107482 0.024159 -0.012706 -0.999210 0.028866 0.0000012829 -0.0000005243 -0.0000202804 0.0000006945 0.0000112584 0.0004288598 187.2907456930 -72.9164830652 -0.0107587109 30.8105472207 0.0071448632 0.5565726433
1559193405.28113 -262.566181 -679.650866 1.102310 0.024267 -0.013106 -0.999198 0.029033 0.0000012901 -0.0000005433 -0.0000203510 0.0000007136 0.0000116100 0.0004288111 187.3380896206 -73.0481364125 -0.0109746161 30.9072639613 0.0070401916 0.5563074333
1559193405.38108 -263.006412 -679.729932 1.118853 0.024803 -0.013560 -0.999174 0.029199 0.0000013305 -0.0000005730 -0.0000207645 0.0000007334 0.0000120116 0.0004287211 187.3792854008 -73.1748662524 -0.0113339094 31.0010777536 0.0066334006 0.5558175289
1559193405.48095 -263.426691 -679.781376 1.125634 0.025655 -0.013533 -0.999148 0.029346 0.0000014041 -0.0000005940 -0.0000214966 0.0000007358 0.0000120343 0.0004286220 187.4229722061 -73.3011317476 -0.0117040351 31.0934225563 0.0059358486 0.5554153709
1559193405.58105 -263.849185 -679.819154 1.134426 0.026417 -0.014062 -0.999117 0.029488 0.0000014663 -0.0000006347 -0.0000221105 0.0000007624 0.0000124960 0.0004284933 187.4500612061 -73.4188203821 -0.0120148948 31.1806783829 0.0049049802 0.5548248255
1559193405.68109 -264.264362 -679.871394 1.115863 0.026769 -0.016597 -0.999069 0.029481 0.0000014921 -0.0000007540 -0.0000223649 0.0000008952 0.0000146665 0.0004282804 187.4670985413 -73.5351726645 -0.0124852835 31.2680357463 0.0034168612 0.5535888875
1559193405.78129 -264.664445 -679.864788 1.109054 0.026484 -0.018174 -0.999045 0.029637 0.0000014590 -0.0000008119 -0.0000220399 0.0000009917 0.0000160147 0.0004282180 187.4958920297 -73.6514167202 -0.0126047542 31.3572381595 0.0031084664 0.5535208594
1559193405.88106 -265.030048 -679.879386 1.124650 0.025140 -0.016350 -0.999098 0.030071 0.0000013480 -0.0000006907 -0.0000209440 0.0000008743 0.0000144099 0.0004284419 187.4970442442 -73.7569578283 -0.0127524048 31.4423151110 0.0031205224 0.5532570065
1559193405.98108 -265.390246 -679.961732 1.095641 0.024285 -0.014215 -0.999144 0.030319 0.0000012778 -0.0000005798 -0.0000202213 0.0000007600 0.0000126058 0.0004286232 187.5070338201 -73.8568374809 -0.0128132143 31.5206074810 0.0030268128 0.5531060119
1559193406.08105 -265.741786 -679.997844 1.084204 0.023736 -0.012405 -0.999174 0.030556 0.0000012396 -0.0000004944 -0.0000198223 0.0000006723 0.0000110351 0.0004287503 187.5505739431 -73.9626783782 -0.0128637307 31.5987652417 0.0030851951 0.5528420407
1559193406.18102 -266.084379 -680.044558 1.064202 0.022572 -0.012406 -0.999191 0.030875 0.0000011474 -0.0000004667 -0.0000188240 0.0000006681 0.0000110068 0.0004288366 187.5671741717 -74.0605445194 -0.0128975145 31.6747154408 0.0031765704 0.5526056996
1559193406.28107 -266.421038 -680.087454 1.046706 0.021139 -0.013856 -0.999196 0.031115 0.0000010365 -0.0000004851 -0.0000175578 0.0000007280 0.0000122497 0.0004288542 187.5898056532 -74.1574830943 -0.0129909753 31.7480916910 0.0030862904 0.5523363992
1559193406.38125 -266.772547 -680.168006 1.030949 0.019780 -0.015164 -0.999193 0.031506 0.0000009331 -0.0000004908 -0.0000162956 0.0000007844 0.0000132939 0.0004288445 187.6128142879 -74.2530226512 -0.0130308083 31.8183668308 0.0024596971 0.5520796800
1559193406.48342 -267.119482 -680.216350 1.011661 0.018343 -0.016145 -0.999190 0.031978 0.0000008434 -0.0000004820 -0.0000150916 0.0000008340 0.0000141160 0.0004288548 187.6575570904 -74.3590011259 -0.0131385338 31.8951518029 0.0022411044 0.5520556497
1559193406.58107 -267.418937 -680.322674 1.005904 0.018539 -0.015809 -0.999193 0.031921 0.0000008539 -0.0000004777 -0.0000152620 0.0000008119 0.0000138361 0.0004288343 187.6875141636 -74.4553921796 -0.0132193603 31.9667812661 0.0022185144 0.5520569140
1559193406.68133 -267.728402 -680.401055 0.993455 0.019805 -0.013920 -0.999197 0.031943 0.0000009387 -0.0000004543 -0.0000164121 0.0000007144 0.0000122600 0.0004288242 187.7488426994 -74.5513965731 -0.0132786288 32.0329087909 0.0023247915 0.5521553045
1559193406.78124 -268.033021 -680.476089 0.985512 0.020587 -0.012196 -0.999188 0.032407 0.0000009948 -0.0000004165 -0.0000171323 0.0000006342 0.0000107971 0.0004288220 187.7910005017 -74.6426749858 -0.0133253101 32.0983159139 0.0024775172 0.5522129154
1559193406.88119 -268.322277 -680.518195 0.956738 0.020387 -0.011409 -0.999195 0.032616 0.0000009835 -0.0000003845 -0.0000169798 0.0000005999 0.0000101139 0.0004288420 187.8312419773 -74.7323060780 -0.0133706479 32.1630149345 0.0026822649 0.5522903292
1559193406.98102 -268.614550 -680.566614 0.930429 0.019897 -0.010847 -0.999203 0.032846 0.0000009549 -0.0000003550 -0.0000166131 0.0000005743 0.0000096136 0.0004288703 187.8535741467 -74.8142006219 -0.0134203681 32.2245054078 0.0029031836 0.5522864451
1559193407.08102 -268.901385 -680.598567 0.916794 0.019703 -0.011126 -0.999190 0.033274 0.0000009383 -0.0000003608 -0.0000164132 0.0000005836 0.0000098815 0.0004288491 187.8783641467 -74.8980310829 -0.0134478663 32.2868671789 0.0030076007 0.5523402181
1559193407.18128 -269.181156 -680.664113 0.904562 0.020062 -0.011416 -0.999167 0.033642 0.0000009586 -0.0000003765 -0.0000166915 0.0000005922 0.0000101306 0.0004288021 187.8955148635 -74.9789946974 -0.0134717727 32.3488144542 0.0030246888 0.5524259869
1559193407.28121 -269.465576 -680.724577 0.895048 0.020807 -0.011459 -0.999144 0.033868 0.0000010061 -0.0000003930 -0.0000173141 0.0000005901 0.0000101934 0.0004287265 187.9321548069 -75.0614511569 -0.0135075129 32.4082749093 0.0029942159 0.5524571641
1559193407.38104 -269.734579 -680.763776 0.892733 0.021889 -0.011213 -0.999112 0.034210 0.0000010841 -0.0000004083 -0.0000182538 0.0000005800 0.0000100232 0.0004286313 187.9657719384 -75.1448304824 -0.0135431882 32.4688753952 0.0031776716 0.5526567117
1559193407.48136 -269.996035 -680.808622 0.886613 0.022683 -0.011150 -0.999084 0.034539 0.0000011421 -0.0000004234 -0.0000189187 0.0000005788 0.0000099980 0.0004285615 187.9869794102 -75.2214250423 -0.0135385585 32.5266863645 0.0032289397 0.5528810960
1559193407.58141 -270.252000 -680.816010 0.880345 0.022809 -0.011310 -0.999075 0.034655 0.0000011466 -0.0000004307 -0.0000189773 0.0000005844 0.0000101298 0.0004285301 188.0115151762 -75.2954816451 -0.0135457299 32.5813488057 0.0032370429 0.5530645790
1559193407.68121 -270.484691 -680.881180 0.872829 0.022616 -0.011712 -0.999060 0.035076 0.0000011304 -0.0000004416 -0.0000188020 0.0000006000 0.0000104725 0.0004285084 188.0142361979 -75.3637967893 -0.0135528839 32.6351747193 0.0032423303 0.5532504064
1559193407.78102 -270.711790 -680.935725 0.865751 0.022416 -0.011838 -0.999055 0.035302 0.0000011139 -0.0000004418 -0.0000186213 0.0000006040 0.0000105706 0.0004284944 188.0504142288 -75.4331245654 -0.0135514615 32.6837966986 0.0032247374 0.5534046243
1559193407.88100 -270.928703 -681.011339 0.860103 0.022274 -0.011749 -0.999054 0.035453 0.0000011019 -0.0000004355 -0.0000184956 0.0000005986 0.0000104876 0.0004284792 188.0813193336 -75.4998960513 -0.0135494199 32.7309971848 0.0032011792 0.5535301767
1559193407.98104 -271.141797 -681.076578 0.856477 0.022148 -0.011243 -0.999052 0.035739 0.0000010921 -0.0000004144 -0.0000183957 0.0000005755 0.0000100458 0.0004284730 188.1230842540 -75.5661704173 -0.0135410691 32.7756139585 0.0031893036 0.5536192988
1559193408.08113 -271.348847 -681.123879 0.856023 0.022416 -0.011206 -0.999042 0.035862 0.0000011086 -0.0000004178 -0.0000185884 0.0000005730 0.0000100236 0.0004284246 188.1584408750 -75.6305955574 -0.0135007808 32.8197752765 0.0030752206 0.5536974944
1559193408.18092 -271.556557 -681.128543 0.848899 0.022803 -0.011631 -0.999031 0.035814 0.0000011376 -0.0000004419 -0.0000189209 0.0000005895 0.0000103865 0.0004283520 188.1834111297 -75.6911949816 -0.0134649489 32.8629234676 0.0029292460 0.5537929252
